"case_id","variant","replicate","terminal_state","locus","name","ai_position","differentiation_unit","claimed_visibility","claimed_intensity","touchpoint","mechanism","evidence_ids","gate_rationale","run_dir"
"case_012","llm_bands","2","PASS","POST_BACKSTAGE","Quiet Signal","BACKSTAGE","INDIVIDUAL","LOW","MEDIUM","The sales associate, within 24–48 hours after a client encounter closes, reviewing a structured briefing delivered to an internal tablet or associate portal — never visible to the client","After each client encounter, the system ingests purchase history, dwell patterns from the visit, category adjacencies, and elapsed time since prior purchases to produce a ranked set of re-engagement hypotheses. These are not recommendations in the retail sense; they are framed as contextual observations — for example, noting that a client who handled a particular object twice without purchasing is now 90 days out, or that a client's acquisition cadence historically accelerates ahead of a personally significant date on record. The output is a short structured brief, written in neutral analytical prose, delivered exclusively to the responsible associate. A senior clienteling editor — a human role — reviews all briefs before release, suppressing any signal that reads as mechanically obvious or that would require the associate to reference information the client would not expect them to hold. The associate then decides whether, when, and how to act: a handwritten note, a private call, an invitation to a preview. The AI proposes nothing to the client and appears nowhere in the client relationship. The system also tracks which associate actions following a brief led to a retained relationship versus attrition, feeding that outcome back to improve hypothesis ranking over time — but this loop runs entirely inside the operational layer and is never surfaced as a metric to the client or in client-facing materials.","D2;D5;D3;D4","The problem is squarely a personalisation challenge. Louis Vuitton's stated difficulty—retaining aspirational customers at risk of trading down while preserving the intimate, non-programmatic feel of boutique relationships—is fundamentally about how the brand relates to individual clients: identifying at-risk individuals, tailoring outreach and product suggestions to their specific preferences and lifecycle stage, and ensuring that the quality and consistency of the client experience remains emotionally resonant rather than generic. Every dimension of the brief reinforces this: the need for scenic invisibility means personalisation must be embedded in human-led clienteling rather than surfaced as visible automation; the emotional consumption orientation means relevance must be felt, not merely functional; and the mixed motivation profile demands differentiated treatment across client segments. This is not an operational or supply-chain problem; it is a relationship-depth and client-retention problem that personalisation is well positioned to address.","runs\2026-08-21T13-58-33__f4377d"
"case_012","baseline","0","PASS","PRE_ADVISOR","Atelier Signal","ADVISOR_MEDIATED","INDIVIDUAL","LOW","HIGH","Sales associate reviews a daily private briefing on their client roster — surfaced through a secure tablet or POS-adjacent interface — before the boutique opens or ahead of a scheduled appointment","AI ingests omnichannel signals — purchase history, e-commerce browsing, wishlist additions, event attendance, and third-party lifestyle indicators — and produces a concise, ranked client intelligence note for each associate. The note identifies clients showing early disengagement patterns (reduced visit frequency, browse-without-purchase behaviour, category drift toward entry-level lines) and surfaces contextually relevant conversation anchors: a limited-edition reissue aligned to a past purchase, a new collaboration matching a documented aesthetic preference, or an invitation-worthy moment such as a private preview. Crucially, the AI outputs reasoning in natural, narrative language rather than scores or flags, so the associate can exercise genuine judgement and preserve the impression of spontaneous, intuitive attention. No outreach is automated; every communication originates from the associate.","","","runs\2026-08-21T13-59-25__eb6ead"
"case_012","baseline","1","PASS","PRE_ADVISOR","Atelier Signal","ADVISOR_MEDIATED","INDIVIDUAL","LOW","HIGH","Sales associate reviews a daily private briefing on a secure tablet before the boutique opens, surfacing select clients whose engagement signals warrant a personal gesture","AI ingests omnichannel data — boutique visit cadence, e-commerce browsing depth, editorial content engagement, and purchase recency — to produce a ranked shortlist of clients showing early defection risk or latent appetite for an upcoming limited edition or collaboration. For each flagged client the model drafts a suggested conversation prompt or outreach rationale in the associate's own register, drawing on that client's documented preferences and relationship history. The output is framed as a discreet advisory note, not an instruction, preserving the associate's judgment and voice.","","","runs\2026-08-21T13-59-34__b9e55e"
"case_012","baseline","2","PASS","PRE_ADVISOR","Atelier Signal","ADVISOR_MEDIATED","INDIVIDUAL","LOW","HIGH","Sales associate reviews a daily briefing on their clienteling tablet before the boutique opens, surfacing a curated shortlist of clients warranting personal outreach that day","AI ingests omnichannel signals — purchase history, e-commerce browsing, wish-list additions, event attendance, and third-party lifestyle indicators — to score each client's engagement trajectory and defection risk. It then generates a ranked shortlist of clients for whom timely, personally relevant contact is warranted, along with a single narrative rationale per client (e.g., 'browsed Murakami reissue three times, last in-store visit was nine months ago, anniversary approaching'). The AI proposes a conversation prompt and a product angle but never triggers outreach autonomously; the associate reads, judges, and decides whether and how to act.","","","runs\2026-08-21T13-59-42__4a2eb7"
"case_013","full","0","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators and dispatch planners, during the 72-to-120-hour rolling horizon before any client trip request is formally received, operating through an internal scheduling and resource dashboard visible only to staff","The AI continuously ingests aggregated flight demand signals — historical booking cadence by ownership tier, seasonal travel patterns, known recurring commitments such as board meetings and sporting calendars, aircraft maintenance windows, and crew availability — to produce probabilistic fleet positioning recommendations. It pre-stages aircraft and crew pairings at the nodes most likely to be needed before clients call. It also surfaces quiet capacity pressure warnings when a cluster of high-priority owners is likely to converge on the same region in the same window, allowing coordinators to secure supplemental lift in advance rather than reactively. All outputs are framed as ranked options with confidence intervals, not directives; a human coordinator reviews, adjusts, and acts. The AI has no awareness of named individuals and operates on anonymised ownership-tier cohorts, so no personal data is processed at this stage. The result is that when a client does call, the coordinator already has a credible, high-quality option to offer without visible scramble or delay, preserving the impression of effortless readiness that defines the service relationship.","D2;D5;D4;D3","The core problem described is fundamentally about personalisation: how NetJets can use AI to deepen its understanding of individual ultra-high-net-worth owners—anticipating their catering preferences, pet transport needs, cabin configurations, and travel patterns—while preserving the human-led, high-touch relationship model that these clients expect. This is a classic relationship-depth and client-experience challenge, not an operational or authentication problem. The tension the brief identifies—between leveraging data-driven personalisation and maintaining trust, discretion, and the primacy of human concierge relationships—is precisely the kind of nuanced personalisation strategy question the system is designed to address. The dimensional profile further supports this: strict scenic invisibility requires backstage AI, the UNM motivation profile demands sensitivity to privacy, and strong symbolic orchestration control means personalisation outputs must be mediated through human touchpoints. All of these are personalisation design constraints, not reasons to refuse.","runs\2026-08-21T13-59-51__ba9256"
"case_013","full","1","PASS","PRE_BACKSTAGE","Silent Reserve Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations schedulers and flight coordinators, during the 72-hour rolling planning window, through an internal allocation dashboard that surfaces probabilistic demand signals","The system ingests historical flight patterns, owner contract tiers, seasonal travel indices, geopolitical event calendars, and anonymised behavioural signals from past bookings to generate rolling 72-hour demand forecasts at the fleet and tail-number level. It outputs a ranked probability distribution of likely departure windows, route clusters, and aircraft-type demand per ownership cohort, allowing schedulers to pre-position aircraft, crew pairings, and maintenance slots before any client request is logged. The AI does not generate client-facing content, does not access named owner profiles directly, and does not trigger any communication. Its sole output is an internal operational readiness score per fleet segment that schedulers use to make pre-emptive repositioning decisions. All repositioning actions are authorised and executed by human schedulers who apply their own knowledge of standing owner preferences before acting.","D2;D5;D1;D4","The core problem described is fundamentally about personalisation: how NetJets can deepen its understanding of individual ultra-high-net-worth owners' preferences—catering, pet transport, cabin configuration, scheduling patterns—and deliver hyper-relevant, anticipatory service while keeping AI invisible behind the human concierge layer. This is a relationship-depth and client-experience challenge, not an operational or authentication problem. The tension the brief identifies (integrating AI-driven personalisation without eroding the high-touch, trust-based human relationship) is precisely the kind of challenge that a personalisation strategy must address, particularly given the strict scenic invisibility requirement and the privacy-driven motivation profile of the client base. Personalisation is not incidental here; it is the stated mechanism through which the brand intends to strengthen individual client relationships and retention.","runs\2026-08-21T14-00-37__d5421d"
"case_013","full","2","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators and owner services directors, during the 72-to-120-hour pre-departure planning window, through an internal scheduling and resource management dashboard that is never surfaced to clients","The AI continuously ingests anonymized historical travel patterns, seasonal demand signals, maintenance schedules, and aggregate owner behavior across the fleet to produce probabilistic demand forecasts at the cohort level — grouping owners by behavioral signature rather than identity. These forecasts are translated into pre-positioning recommendations: which aircraft types to stage at which bases, which crew configurations to pre-assign, and which maintenance slots to protect or defer. All outputs are presented to operations coordinators as ranked options with confidence intervals, not directives. Coordinators review, override, or accept recommendations before any resource commitment is made. No forecast output, no algorithmic rationale, and no cohort classification is ever transmitted to client-facing staff in a form that references the underlying model; what flows forward is the coordinator's own judgment, expressed as a staffing and positioning plan.","D2;D5;D4","The core problem described is fundamentally about how NetJets relates to individual ultra-high-net-worth clients: how to deepen relationship quality, improve the relevance and bespoke nature of what is offered to each owner, and maintain the consistency and warmth of the client experience—all while integrating AI behind the scenes. The brief explicitly foregrounds client personalization alongside fleet logistics, and the central tension is preserving trust and relationship depth as technology is introduced. The strict scenic invisibility requirement and the emphasis on human-led, individually tailored service make this a textbook personalisation challenge: how to use data and intelligence to enhance what each client experiences without surfacing the machinery. While fleet logistics optimization is an operational concern that would fall outside scope, the client-facing dimension—anticipating preferences, curating in-flight experiences, maintaining continuity of relationship across touchpoints—is squarely a personalisation problem and warrants proceeding.","runs\2026-08-21T14-01-29__b11275"
"case_013","minus_critic","0","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations analysts and owner services coordinators, during daily and rolling 72-hour planning cycles, through an internal logistics dashboard invisible to clients","The AI continuously ingests anonymized historical flight patterns, seasonal demand signals, maintenance schedules, and macro-event calendars to generate probabilistic demand forecasts at the cohort level — grouping owners by behavioral signatures such as typical departure windows, preferred routes, and seasonal usage intensity without surfacing individual identity. These forecasts are translated into aircraft pre-positioning recommendations: which tail numbers to stage at which FBOs, when to schedule maintenance windows to avoid demand peaks, and where to hold reserve capacity. All outputs are presented as ranked option sets with confidence intervals, not directives. The human coordinator team reviews, challenges, and authorizes each positioning decision before it enters the dispatch system. No forecast output is ever transmitted to a client or referenced in client communication. The coordinator retains full authority to override on the basis of knowledge the model cannot hold — a known ownership transfer, a confidential medical situation, an unlogged relationship context — and those overrides are logged as training signal to improve future cohort calibration without re-identifying the individual.","D2;D5;D4;D1","The core problem described is fundamentally about personalisation: how NetJets tailors its service offering to individual ultra-high-net-worth owners—anticipating their preferences, curating bespoke in-flight experiences, and deepening the relationship between each client and their dedicated flight coordinator. The challenge is not purely operational (fleet logistics optimisation alone would be refused); rather, it centres on how AI-driven client intelligence can enhance the relevance, consistency, and depth of what each owner experiences, while remaining invisible behind the human-led service model. The strict scenic invisibility requirement and the emphasis on trust, discretion, and personal concierge relationships all confirm that the problem is about the quality of the brand's relationship with individual clients—precisely the domain personalisation is designed to address.","runs\2026-08-21T14-02-15__44e663"
"case_013","minus_critic","1","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators and owner services teams, during the 72-to-96-hour demand planning window before flight requests are confirmed, accessed through internal scheduling dashboards invisible to clients","The AI continuously ingests historical flight patterns, seasonal demand signals, maintenance schedules, and anonymized behavioral data across the fractional ownership base to produce ranked fleet allocation recommendations for each upcoming demand cluster. It surfaces these recommendations as structured briefing inputs to human coordinators — not as autonomous decisions. Coordinators review, override, and finalize allocations using their contextual knowledge of individual account relationships and operational priorities. The AI also flags latent demand risk: accounts whose behavioral patterns suggest an unplanned request is likely within a short horizon, giving coordinators time to pre-position aircraft without the client ever perceiving the anticipation. All outputs are expressed as operational options with confidence intervals, not directives. The curatorial layer is entirely human.","D2;D5;D1;D3","The core problem described is fundamentally about how NetJets relates to individual ultra-high-net-worth clients — specifically, how to deepen relevance and consistency of the client experience through AI-driven personalisation while preserving the human-led, high-touch service model that underpins trust. The brief explicitly concerns bespoke in-flight preferences, personal flight coordination, and the quality of the relationship between the brand and each owner. These are classic personalisation challenges: understanding individual client needs, tailoring offerings accordingly, and ensuring that the experience feels curated rather than algorithmic. While fleet logistics is mentioned, the stated tension is not an operational optimisation problem in isolation; it is about ensuring that any operational intelligence serves and enhances the personal relationship rather than replacing it. The dimensional profile — strict scenic invisibility, strong symbolic orchestration control, and a UNM motivation profile — further confirms that the problem is well-suited to a personalisation framework that must operate invisibly behind human intermediaries. This is a legitimate personalisation problem and should proceed.","runs\2026-08-21T14-02-55__6fdfea"
"case_013","minus_critic","2","PASS","PRE_BACKSTAGE","Silent Horizon","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations planners and flight coordinators interact with the system through an internal scheduling and allocation dashboard, before any client-facing communication is initiated","The system ingests historical flight patterns, fractional share utilization rates, seasonal demand signals, and macro-event calendars to produce probabilistic fleet positioning recommendations 14–72 hours ahead of anticipated demand. It clusters owners into behavioral cohorts based on anonymized travel signatures — not individual profiles — and surfaces repositioning priorities to operations staff. When a positioning recommendation is generated, it arrives as a ranked option set with confidence intervals, not a single directive, preserving planner judgment. No recommendation is transmitted to a client or their concierge until a human coordinator has reviewed, modified if appropriate, and approved it. The system additionally flags cohort-level demand anomalies that suggest emerging availability pressure, allowing coordinators to proactively manage guaranteed-availability commitments before any client experiences a constraint. All outputs are internal operational intelligence; the client encounter remains entirely mediated by the human flight coordinator who holds the relationship.","D2;D5;D3;D4","The core problem described is fundamentally about personalisation: how NetJets can use AI to deepen the relevance and quality of what is offered to each individual owner—anticipating preferences, tailoring in-flight experiences, and enhancing the personal concierge relationship—without undermining the human-led trust model that ultra-high-net-worth clients expect. The challenge is not purely operational (fleet logistics optimisation alone would be refused); rather, it centres on the client-facing dimension of how predictive intelligence can make each owner's experience more individually attuned while preserving the relational intimacy and discretion that define the brand. The dimensional profile reinforces this: strict scenic invisibility requires AI to work behind the scenes to empower human advisors, UNM motivation demands sensitivity to privacy and personal trust, and strong orchestration control means personalisation must be curated through human intermediaries. These are classic personalisation design questions—how to differentiate the offering per client, sustain relationship depth, and maintain experiential consistency—making this an appropriate problem for a personalisation-oriented solution.","runs\2026-08-21T14-03-45__c4e8bd"
"case_013","minus_loop","0","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators and Owner Services managers interact with the system through an internal planning dashboard, before any client communication is initiated, during the 72-to-120-hour pre-departure planning window","The AI ingests historical flight patterns, fractional share utilization rates, seasonal demand signals, maintenance schedules, and anonymized cohort-level behavioral data to produce probabilistic demand forecasts at the route-cluster and time-band level. It then generates pre-positioned aircraft allocation recommendations — staging specific tail numbers and crew pairings in proximity to anticipated demand nodes before any client request is logged. Outputs are presented to human coordinators as ranked allocation options with confidence intervals, not as directives. Coordinators retain full authority to override, reprioritize, or discard recommendations based on relationship context or information the model cannot hold. The system never surfaces to the client layer; clients experience only the outcome, which is that aircraft and crew are already oriented toward their likely need before they call.","D2;D5;D1;D3","The core problem described is fundamentally about personalisation: how to deepen and maintain the quality of individual client relationships, tailor offerings to each ultra-high-net-worth client's preferences, and ensure consistency of bespoke experience—all while integrating AI in a way that remains invisible behind the human-led service model. The brief explicitly centres on client-facing concerns such as trust, relevance of service to individual owners, retention of the emotional bond between dedicated flight coordinators and clients, and the risk that poorly implemented technology could erode relationship depth. These are classic personalisation challenges—determining what to offer to whom, how to anticipate individual needs, and how to enhance rather than replace the human touch. While fleet logistics is mentioned, the stated difficulty is not an operational optimisation problem in isolation; it is about ensuring that any operational AI feeds into a more relevant, more personal client experience without compromising the brand's relational promise. Personalisation is therefore a fitting lens through which to address this problem.","runs\2026-08-21T14-04-28__427d59"
"case_013","minus_loop","1","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators and owner services managers, during the 72-to-96-hour planning horizon before any client trip materializes, operating through internal scheduling and allocation dashboards that clients never see","The AI continuously ingests anonymized historical flight patterns, seasonal demand signals, maintenance schedules, positioning costs, and aggregate behavioral data across the owner base to produce probabilistic demand forecasts at the cohort level. It pre-positions aircraft and crew resources in anticipation of demand clusters before individual trip requests are submitted, so that when a coordinator receives a client call, guaranteed availability is already structurally in place rather than reactively assembled. The system surfaces ranked allocation recommendations to human coordinators, who review, override, and finalize all positioning decisions before any resource commitment is made. No output reaches the client layer; the coordinator's judgment is the only thing the client ever encounters.","D2;D5;D1;D4","The core problem described is fundamentally about personalisation: how NetJets can use AI to deepen the relevance and quality of what is offered to each individual owner—tailoring flight preferences, in-cabin experiences, catering, scheduling patterns, and concierge interactions—while preserving the human-led relationship model that ultra-high-net-worth clients expect. The challenge is not purely operational or logistical; it centres on the client relationship layer, specifically how to make each owner's experience more individually attuned without making the underlying intelligence visible or eroding trust. The strict scenic invisibility requirement and the privacy-oriented motivation profile make this a nuanced personalisation problem: the system must enhance relevance per client while remaining imperceptible. This is a legitimate personalisation use case where differentiating the offering per individual directly addresses the stated business tension.","runs\2026-08-21T14-05-23__2cf012"
"case_013","minus_loop","2","PASS","PRE_BACKSTAGE","Silent Fleet Oracle","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators and flight support analysts, working within internal scheduling and allocation systems, days to weeks ahead of any client-facing interaction","A demand forecasting engine that continuously ingests anonymised flight history, seasonal travel patterns, owner preference signals derived from past trip data, and macroeconomic event calendars to produce probabilistic demand maps across the fleet. The system generates repositioning recommendations, tail-assignment priorities, and crew pre-positioning schedules that are surfaced exclusively to operations staff as ranked options with confidence intervals. It flags latent demand clusters — for example, a concentration of owners likely to request transatlantic capacity during a specific awards season window — so that aircraft and crew can be staged in advance without any client being contacted or prompted. All output is presented as decision support: coordinators retain full authority to accept, modify, or override any recommendation, and the system records the rationale for overrides to improve subsequent calibration. No algorithmic output is translated into client communication without a human coordinator reviewing it and re-framing it in relational terms consistent with each owner's established service relationship.","D2;D5;D3;D4","The problem statement explicitly includes client personalisation as a core challenge alongside fleet logistics. The brief describes a need to deepen individual client relationships by anticipating owner-specific preferences—catering, pet transport, cabin configuration, scheduling patterns—and delivering those through human-led touchpoints. This is fundamentally a question of how the brand relates to each individual owner: how relevant and bespoke the experience feels, how consistently preferences are remembered and acted upon, and how trust is maintained as AI is introduced behind the scenes. The operational logistics component (fleet positioning, maintenance scheduling) would fall outside personalisation scope, but the client-facing dimension—using predictive intelligence to enhance the quality, consistency, and relevance of each owner's experience while preserving the high-touch human relationship—is squarely a personalisation problem. The strict scenic invisibility requirement and the ultra-high-net-worth motivation profile make this a particularly well-suited case for backstage personalisation that empowers human advisors rather than replacing them.","runs\2026-08-21T14-06-05__541514"
"case_013","llm_bands","0","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators, during the 72-to-96-hour pre-scheduling window, via an internal logistics dashboard never seen by clients","The AI ingests historical flight patterns, owner contract tiers, seasonal demand signals, maintenance schedules, and anonymized behavioral data to produce probabilistic demand forecasts at the cohort level. It pre-positions aircraft and crew across hubs to reduce repositioning time and increase availability confidence before any owner request is made. Outputs are presented to human coordinators as ranked allocation options with confidence intervals, not as automated decisions. Coordinators review, override, and commit each allocation. No forecast or recommendation surfaces in any client-facing system or communication.","D2;D5;D4","The core problem described is fundamentally about how NetJets relates to individual ultra-high-net-worth clients — specifically, how to deepen relevance, consistency, and quality of the client experience through AI-augmented personalisation while preserving the human-led trust model. The brief explicitly references bespoke in-flight preferences, personal concierge relationships, and the need to tailor offerings to individual owners' schedules and tastes. These are classic personalisation challenges: understanding each client deeply enough to anticipate needs, curating experiences per individual, and maintaining relationship continuity. The operational logistics dimension exists but is secondary to the stated tension, which centres on the client relationship layer. The strict scenic invisibility requirement and strong symbolic orchestration control further confirm that the real design challenge is how personalisation is delivered (invisibly, through human intermediaries) rather than whether it is relevant. This is a well-suited personalisation problem.","runs\2026-08-21T14-06-50__8065bb"
"case_013","llm_bands","1","PASS","PRE_BACKSTAGE","Shadow Fleet","BACKSTAGE","INDIVIDUAL","LOW","MEDIUM","Fleet operations planners and owner services coordinators interact with the system through an internal scheduling and allocation dashboard, before any client communication is initiated","The AI continuously ingests historical flight request patterns, seasonal demand signals, maintenance schedules, and owner-level preference data to produce rolling probabilistic forecasts of aircraft demand across the fleet. For each owner segment and individual account, it generates ranked availability scenarios 14 to 90 days forward, flagging periods where guaranteed availability is at structural risk and pre-positioning aircraft accordingly. It also surfaces latent preference signals — recurring routing choices, cabin configuration requests, ground transport timing — and packages these as annotated briefing notes delivered to the human coordinator before any owner interaction. The system never contacts the owner or generates client-facing output directly. All outputs are internal operational documents. Coordinators use the briefing notes as preparation material, not as scripts; the notes inform the human's judgment rather than replacing it. Curatorial filtering is enforced by requiring a coordinator to review and accept or override every allocation recommendation before it is acted upon.","D2;D5;D1;D4","The problem statement explicitly includes client personalisation as a core challenge alongside fleet logistics. The brief describes a need to anticipate and prepare individualised in-flight experiences—catering preferences, pet transport, cabin configurations—based on owner profiles, while ensuring these AI-driven insights are delivered through human concierge relationships rather than exposed as algorithmic outputs. This is fundamentally a question of how the brand relates to individual clients: deepening relationship quality, improving relevance of what is offered to each owner, and maintaining the consistency and warmth of the client experience. The dimensional profile further supports this, with strict scenic invisibility requiring AI to remain backstage, a balanced consumption value orientation that weights emotional and relational attributes alongside functional ones, and an autonomy-driven motivation profile where UHNW owners expect discretion and expert-mediated service. Personalisation is not being applied to an operational problem in disguise; it is central to the stated challenge of enhancing bespoke service without undermining the trust model.","runs\2026-08-21T14-07-34__e91465"
"case_013","llm_bands","2","PASS","PRE_BACKSTAGE","Silent Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Fleet operations coordinators, during nightly and rolling 72-hour planning cycles, through an internal scheduling and allocation dashboard that is never surfaced to clients","The AI ingests historical flight patterns, contractual share entitlements, seasonal demand signals, maintenance schedules, and anonymized behavioral data aggregated at the cohort level to produce probabilistic demand forecasts. It pre-positions aircraft and crew by region and time window before requests are made, reducing repositioning latency and protecting guaranteed availability. Its outputs are presented to human coordinators as ranked allocation options with confidence intervals, not as executed decisions. Coordinators review, override, and finalize every material allocation choice. The system also flags emerging capacity pressure points so coordinators can proactively manage potential conflicts before they reach client-facing staff, preserving the appearance of effortless availability.","D2;D5;D1;D3","The core problem described is fundamentally about how NetJets relates to individual ultra-high-net-worth clients — specifically, how to deepen relevance and consistency of the client experience through AI-driven personalisation while preserving the human-led, high-touch relationship model that underpins trust. The brief explicitly concerns bespoke in-flight services, personal preferences, and dedicated flight coordinator relationships, all of which are classic personalisation domains: tailoring what is offered to whom, maintaining relationship depth, and ensuring experiential quality per client. While fleet logistics is mentioned alongside personalisation, the stated tension is not purely operational; it centres on the risk that visible automation could erode the perceived intimacy and discretion of the service. This is a legitimate personalisation challenge — how to use AI to enhance individual client relevance without compromising the relational and symbolic qualities of the brand — and is well suited to proceed.","runs\2026-08-21T14-08-23__e6940f"
"case_013","baseline","0","PASS","PRE_BACKSTAGE","Silent Steward","BACKSTAGE","ONE_OF_ONE","LOW","HIGH","Flight coordinators and operations planners, in the 24–72 hours before departure, through an internal planning dashboard","The AI ingests owner profile data, historical preference records, catering and pet-transport logs, Starlink-enabled connectivity patterns, crew availability, maintenance windows, FBO slot constraints, weather forecasts, and regulatory NOTAMs to generate a ranked, ready-to-act pre-departure brief for each flight. It surfaces anomalies—a preferred FBO at Teterboro approaching capacity, a catering supplier flagged for a known allergy ingredient, a tail number due for an inspection window—and proposes specific remediation options. The coordinator reviews, adjusts, and approves; the AI never acts autonomously. Simultaneously, the same engine models fleet-wide positioning across the 419,000-departure schedule, recommending proactive repositioning moves to protect guaranteed availability commitments before congestion materialises.","","","runs\2026-08-21T14-09-19__772e9d"
"case_013","baseline","1","PASS","PRE_BACKSTAGE","Silent Steward","BACKSTAGE","ONE_OF_ONE","LOW","HIGH","Flight coordinators and operations planners, in the 12–72 hours before departure, via an internal planning dashboard integrated with NetJets' existing dispatch and owner-profile systems","The AI continuously ingests owner preference histories, catering and pet-transport records, Starlink connectivity data, FBO capacity signals, weather feeds, maintenance schedules, and crew availability to generate a pre-departure briefing pack for each flight coordinator. It surfaces ranked hospitality recommendations—specific meal configurations, cabin temperature preferences, ground transport timing, pet accommodation requirements—alongside operational risk flags such as predicted airport congestion or maintenance windows, all framed as coordinator-ready suggestions rather than autonomous decisions. The coordinator reviews, adjusts, and owns the final service plan, which is then executed under their name and relationship.","","","runs\2026-08-21T14-09-28__d4b1a4"
"case_013","baseline","2","PASS","PRE_BACKSTAGE","Silent Steward","BACKSTAGE","ONE_OF_ONE","LOW","HIGH","Flight coordinators and operations planners, in the 72-hour window before departure, via an internal planning dashboard integrated into existing dispatch and crew management systems","The AI ingests owner profile data, historical preference records, real-time weather feeds, FBO capacity signals, NOTAM streams, and maintenance schedules to produce a ranked, pre-departure briefing pack for each coordinator. For each upcoming flight it surfaces three outputs: a logistics risk score flagging airport congestion or FBO constraints with suggested re-routing options; a crew and aircraft positioning recommendation that pre-empts bottlenecks before they become visible to the owner; and a hospitality prompt sheet listing predicted catering choices, cabin configuration preferences, pet logistics, and any anniversary or occasion flags drawn from CRM history. The coordinator reviews, adjusts, and owns every decision before anything is communicated to the owner or cabin crew. The AI never contacts the owner directly and is never referenced in client-facing communication.","","","runs\2026-08-21T14-09-37__a18f19"
"case_014","full","0","PASS","AT_BACKSTAGE","Provenance Continuity Engine","BACKSTAGE","INDIVIDUAL","LOW","LOW","The relationship manager, during any client encounter involving a vehicle — delivery, service intake, Coachbuild consultation, or pre-owned acquisition — accessing a consolidated provenance dossier through an internal case-management interface invisible to the client","At the moment a vehicle or commission enters an active client encounter, the system silently cross-references the vehicle's build record, bespoke specification history, component authentication logs, and ownership chain against the relationship manager's current client file. It surfaces discrepancies, gaps in provenance documentation, or unauthenticated elements as internal alerts before or during the encounter, giving the relationship manager time to resolve or explain them without the client observing any uncertainty. Where records are complete, it assembles a plain-language provenance summary — materials sourced, craftspeople involved, commission decisions made — that the manager can draw on conversationally without consulting documents in front of the client. The system does not generate client-facing output of any kind; it does not personalise the encounter directly; it does not score or rank the client. Its sole function is to ensure the human manager enters every vehicle-related moment with accurate, complete, and narratively coherent provenance knowledge already in hand.","D2;D5;D3;D1","The problem is fundamentally about how Rolls-Royce relates to individual clients at scale — maintaining relationship depth, relevance of curated offerings, and experiential consistency across a globally dispersed ultra-high-net-worth owner base through the Whispers app. This is a classic personalisation challenge: differentiating what is surfaced, recommended, and communicated to each owner so that the digital channel feels as intimate and bespoke as the human-to-human relationships the brand is built on. The dimensional profile — strict scenic invisibility, emotional value orientation, strong symbolic control — adds meaningful constraints that shape how personalisation should be designed, but none of them negate the core need. The stated risk (algorithmic sterility eroding warmth and prestige) is itself a personalisation design problem, not a reason to refuse; it simply demands that personalisation operate invisibly behind human curators rather than as a client-facing algorithmic layer. The brief is not about authentication, supply chain, or operational efficiency; it is squarely about scaling relevance and relationship quality per client.","runs\2026-08-21T14-09-45__83bae7"
"case_014","full","1","PASS","AT_BACKSTAGE","Provenance Integrity Checker","BACKSTAGE","SEGMENT","LOW","LOW","The relationship manager, at the moment a pre-owned vehicle enters the acquisition or transfer pipeline, via an internal case management interface invisible to the client","When a vehicle is flagged for potential acquisition, transfer, or authentication inquiry, the AI cross-references the chassis record against the manufacturer's production archive, service history logs, and documented custody chain. It applies a standardized verification protocol — the same schema for every vehicle regardless of who currently owns it — to confirm that the vehicle identity matches factory records, that each custody transfer is documented without gaps, and that no record anomalies are present. The output is a structured status report with three fixed fields: authentication confidence (confirmed, unresolved, or flagged), custody chain completeness (complete, partial, or broken), and any outstanding documentation actions required. The engine does not assess the symbolic significance of specification choices to the current owner, does not produce narrative framing, and does not vary its output structure based on who is asking or who the custodian is. The relationship manager reads the report and decides independently what, if anything, to communicate to the client and in what form.","D2;D3;D5","The problem is squarely a personalisation challenge. Rolls-Royce's difficulty is not operational — it is about how the brand relates to each individual owner at scale: deepening relationship relevance, curating the right experiences and offerings for the right client, and maintaining the intimacy and consistency of the client experience across a globally dispersed owner base via the Whispers app. The dimensional profile — strict scenic invisibility, emotional-led value orientation, strong symbolic orchestration control — adds meaningful constraints that shape how personalisation must be designed, but they do not negate the need for it. Differentiating the digital relationship per client is precisely what the brief calls for, and the stated risk (algorithmic coldness eroding brand warmth) is a design constraint within personalisation, not a reason to reject it.","runs\2026-08-21T14-10-40__e407e7"
